p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.0,11.1914454952515,0.902,0.001,0.0,18,Zbbx
0.0,11.1791817573076,0.864,0.001,0.0,18,Iqca
0.0,11.1280604018608,0.837,0.0,0.0,18,Fam216b
0.0,11.1039781651406,0.463,0.0,0.0,18,Ccdc121
0.0,11.0481921215121,0.833,0.001,0.0,18,Sntn
0.0,11.0472132145459,0.881,0.001,0.0,18,Zfp474
0.0,10.9564077494616,0.966,0.002,0.0,18,Dnah5
0.0,10.789702757351,0.639,0.0,0.0,18,1700028P14Rik
0.0,10.7609232191648,0.961,0.002,0.0,18,Lrriq1
0.0,10.7063845526496,0.781,0.001,0.0,18,Gm19935
0.0,10.6056394314906,0.699,0.0,0.0,18,1700001C02Rik
0.0,10.5929083960564,0.948,0.001,0.0,18,C230072F16Rik
0.0,10.58240515461,0.724,0.001,0.0,18,Gm12695
0.0,10.5364579888227,0.89,0.002,0.0,18,Ccdc113
0.0,10.4901179249929,0.96,0.003,0.0,18,Rgs22
0.0,10.460903731436,0.982,0.004,0.0,18,Tmem212
0.0,10.4267569779982,0.964,0.003,0.0,18,Ccdc153
0.0,9.27047085634747,0.443,0.016,0.0,19,Scgb3a2
0.0,8.79072363152562,0.37,0.001,0.0,19,Gabrp
0.0,8.37296107107317,0.1,0.001,0.0,19,Gm3776
0.0,8.34320630074743,0.998,0.546,0.0,19,Scgb1a1
0.0,8.14091973592608,0.121,0.002,0.0,19,Gsta1
0.0,7.62479902422362,0.19,0.001,0.0,19,Itprid1
0.0,7.41351512112796,0.127,0.0,0.0,19,Acsm1
0.0,7.27457255354469,0.131,0.001,0.0,19,Wdr72
0.0,7.2263077234983,0.174,0.001,0.0,19,Lrrc26
0.0,7.15825755504849,0.16,0.002,0.0,19,Fmo3
0.0,6.86427682278736,0.135,0.001,0.0,19,Nwd2
0.0,6.7058944354069,0.193,0.003,0.0,19,Gsta2
0.0,6.63580359260507,0.13,0.003,0.0,19,Ces1g
0.0,6.52325167913485,0.893,0.104,0.0,19,Cyp2f2
0.0,6.26384896538151,0.215,0.012,0.0,19,Lypd2
0.0,6.12118517173924,0.449,0.014,0.0,19,Cldn10
0.0,5.90934523867004,0.139,0.002,0.0,19,Vtcn1
0.0,5.86550626179802,0.285,0.005,0.0,19,Cnksr2
0.0,5.66726936276514,0.11,0.002,0.0,19,Chad
3.39133677078552e-234,5.60796644818288,0.12,0.009,1.09489307644811e-229,19,Uchl1
3.65021945389472e-168,2.53953391182489,0.142,0.016,1.17847335068991e-163,20,Gm14085
3.8950102835798396e-178,2.49679805845922,0.146,0.016,1.2575040700537501e-173,20,Gm47015
8.81227553009547e-96,2.41965333743609,0.117,0.018,2.8450431548913204e-91,20,Tnfsf11
3.88941169417957e-125,2.32925714887271,0.135,0.019,1.25569656546587e-120,20,Ccr4
1.07728607851466e-170,2.31523922475582,0.157,0.019,3.4780181044845897e-166,20,Cd40lg
3.71061155088511e-114,2.30113822923443,0.115,0.015,1.19797093920326e-109,20,Gm44174
0.0,2.28333918979951,0.409,0.064,0.0,20,Cd5
1.09012181586446e-274,2.27544127283039,0.278,0.037,3.51945828251842e-270,20,Tnfsf8
0.0,2.25893424815637,0.757,0.123,0.0,20,Lef1
2.5990195290568498e-185,2.25096527762062,0.154,0.017,8.39093454956005e-181,20,Gm47782
0.0,2.21815473555153,0.959,0.153,0.0,20,Skap1
0.0,2.20478320239264,0.584,0.104,0.0,20,Slamf6
0.0,2.20365620242276,0.654,0.109,0.0,20,Sidt1
0.0,2.20307941159661,0.933,0.209,0.0,20,Grap2
0.0,2.19674993829888,0.947,0.142,0.0,20,Itk
0.0,2.19323114840938,0.655,0.092,0.0,20,Themis
5.7117757998173795e-244,2.19192253350351,0.271,0.038,1.84404681697104e-239,20,Cd96
0.0,2.1867405791315,0.429,0.065,0.0,20,Ccr6
9.34648635197593e-103,2.18359430519556,0.115,0.017,3.01751311873543e-98,20,Klra4
0.0,2.17481196234483,0.842,0.138,0.0,20,Camk4
