p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.6169769704088397e-62,5.21539112370632,0.112,0.023,8.448910148964931e-58,21,Slc18a2
1.02287267805317e-109,4.80040725728267,0.19,0.037,3.3023444410946604e-105,21,Hgf
1.3387381189351001e-198,4.5343691030933,0.333,0.065,4.3221160169819703e-194,21,Ccl3
1.59863884355672e-45,4.39070891515588,0.204,0.073,5.16120550642287e-41,21,Ccl4
0.0,3.95202275086376,0.283,0.016,0.0,21,Mcoln3
0.0,3.84883293064964,0.609,0.042,0.0,21,Atp6v0d2
0.0,3.80014398292737,0.484,0.03,0.0,21,Htr2c
4.57793741823139e-10,3.7802865521913,0.145,0.088,1.47798709547601e-05,21,Il6
0.0,3.77862474048209,0.663,0.086,0.0,21,Kcnip4
1.31299470959239e-230,3.74938227151671,0.119,0.008,4.23900341991902e-226,21,Slc9a2
0.0,3.66890471038404,0.364,0.022,0.0,21,Fabp1
6.53010727149855e-300,3.65280399124608,0.159,0.011,2.10824513260331e-295,21,Slc39a2
0.0,3.6425028110299,0.196,0.013,0.0,21,Vstm2a
0.0,3.63901815969358,0.505,0.039,0.0,21,Tfec
0.0,3.62117003486117,0.351,0.024,0.0,21,Slc9a4
0.0,3.61783643236134,0.264,0.02,0.0,21,Gpnmb
0.0,3.61404034969234,0.419,0.028,0.0,21,Cidec
0.0,3.60198539129402,0.439,0.027,0.0,21,Ear1
0.0,3.59561684036169,0.261,0.017,0.0,21,Acaa1b
0.0,3.56802563884569,0.16,0.011,0.0,21,AU022793
0.0,10.3505143274866,0.918,0.006,0.0,22,Iglv1
0.0,10.193573448148,0.14,0.001,0.0,22,Igkv8-21
0.0,9.67331169238178,0.999,0.101,0.0,22,Jchain
0.0,9.33102760757039,0.604,0.077,0.0,22,Ighg2b
0.0,9.32720259529002,0.145,0.001,0.0,22,Ighv1-72
0.0,9.28028796826321,0.156,0.006,0.0,22,Igkv5-43
0.0,9.20814448272866,0.864,0.131,0.0,22,Igha
5.34911174073125e-269,9.20192364698511,0.264,0.033,1.72696072549508e-264,22,Ighg2c
9.65696167194993e-252,8.7868783248706,0.293,0.042,3.1177500757890405e-247,22,Ighg1
0.0,8.65522631900321,0.132,0.0,0.0,22,Igkv3-1
0.0,8.36872999362927,0.648,0.003,0.0,22,Tnfrsf17
0.0,8.35141456102154,0.458,0.002,0.0,22,Oosp1
0.0,8.33125256872407,0.996,0.458,0.0,22,Igkc
0.0,8.2820859372621,0.117,0.001,0.0,22,Igkv3-2
0.0,8.1376072510295,0.15,0.0,0.0,22,Gm16252
0.0,7.8827015196699,0.749,0.005,0.0,22,Iglv3
0.0,7.85126406448827,0.755,0.041,0.0,22,Iglc1
0.0,7.85123397609113,0.253,0.001,0.0,22,Prg2
0.0,7.30119837158518,0.423,0.003,0.0,22,Ccr10
0.0,7.24012100718777,0.338,0.002,0.0,22,Cacna1h
0.0,8.79848034439095,0.485,0.002,0.0,23,Rgs13
0.0,7.59583426731788,0.582,0.004,0.0,23,Nuggc
0.0,7.59481996736662,0.508,0.003,0.0,23,Aicda
0.0,6.63237011213692,0.192,0.003,0.0,23,Dlgap2
0.0,6.40701831929814,0.103,0.001,0.0,23,Gm8879
0.0,5.99066073935935,0.747,0.026,0.0,23,Pclaf
0.0,5.96478218133968,0.101,0.001,0.0,23,Gm49504
0.0,5.9391103027258,0.582,0.021,0.0,23,Hist1h1b
0.0,5.86632254780355,0.488,0.009,0.0,23,Esco2
0.0,5.8649467935957,0.114,0.001,0.0,23,Ccdc175
0.0,5.78591863502857,0.119,0.002,0.0,23,Tmem121
0.0,5.779866144256,0.593,0.025,0.0,23,Mybl1
0.0,5.55365725898587,0.319,0.005,0.0,23,Hist1h2an
0.0,5.55016910877834,0.455,0.01,0.0,23,Hist1h3c
0.0,5.47351899429898,0.52,0.011,0.0,23,Shcbp1
0.0,5.45234577497595,0.281,0.005,0.0,23,Kif18b
0.0,5.42719953110838,0.593,0.016,0.0,23,Ncapg
0.0,5.36842156542455,0.216,0.004,0.0,23,Ccr10
0.0,5.35416763374279,0.264,0.004,0.0,23,Sapcd2
0.0,5.32192815530035,0.304,0.006,0.0,23,Hist1h2ab
0.0,11.8587927566469,0.21,0.0,0.0,24,Hoxd9
0.0,11.5808958241746,0.329,0.001,0.0,24,Nts
0.0,11.3791266314558,0.82,0.012,0.0,24,Ccl21a
0.0,11.2292063839997,0.12,0.0,0.0,24,Gm21541
0.0,10.2695733943228,0.24,0.0,0.0,24,Hoxd8
0.0,10.1125333956512,0.103,0.0,0.0,24,D330037F02Rik
0.0,9.98566411040245,0.832,0.004,0.0,24,Mmrn1
0.0,9.80682368386886,0.812,0.007,0.0,24,Reln
0.0,9.74992042950625,0.544,0.002,0.0,24,Apba2
0.0,9.71704697082265,0.116,0.0,0.0,24,Hoxd3
0.0,9.69535185133274,0.233,0.001,0.0,24,Pld5
0.0,9.45668705419265,0.1,0.0,0.0,24,Hoxd4
0.0,9.38357982082427,0.787,0.008,0.0,24,Prox1
0.0,9.35803901929688,0.12,0.0,0.0,24,Hoxd3os1
0.0,9.25862293684902,0.103,0.0,0.0,24,Clca2
0.0,8.88232269290569,0.321,0.001,0.0,24,Btnl9
0.0,8.51505866357532,0.602,0.004,0.0,24,Klhl4
0.0,8.35350807343165,0.231,0.001,0.0,24,A830019P07Rik
0.0,8.336461482361,0.171,0.001,0.0,24,Gm10475
0.0,8.02420131573062,0.176,0.001,0.0,24,Duox2
0.0,4.5220943910189,0.364,0.011,0.0,25,Cd300e
0.0,4.40697826485922,0.159,0.005,0.0,25,Ccdc192
0.0,4.3102801809872,0.82,0.036,0.0,25,Adgre4
0.0,3.92869855495513,0.244,0.011,0.0,25,Arhgef37
0.0,3.87629995083282,0.541,0.027,0.0,25,Apoc2
0.0,3.78672715944293,0.64,0.045,0.0,25,Smpdl3b
0.0,3.71548001625241,0.309,0.015,0.0,25,Gm36161
0.0,3.67705918158244,0.429,0.024,0.0,25,Ms4a4a
0.0,3.6198890611591,0.696,0.044,0.0,25,Treml4
0.0,3.60209362621683,0.829,0.054,0.0,25,Clec4a1
0.0,3.54088410554164,0.212,0.01,0.0,25,S1pr5
0.0,3.47262421981054,0.783,0.106,0.0,25,Pot1b
0.0,3.45018999731223,0.708,0.045,0.0,25,Gm21188
0.0,3.4479469279065,0.21,0.011,0.0,25,Tmem26
0.0,3.43339709522233,0.304,0.025,0.0,25,Gm35154
0.0,3.3833231073141,0.24,0.018,0.0,25,Skint3
0.0,3.23110114891927,0.754,0.058,0.0,25,Gpr141
0.0,3.22724713790943,0.777,0.069,0.0,25,Clec4a3
9.32006537457792e-180,3.18364314806763,0.314,0.051,3.00898310618248e-175,25,Vcan
0.0,3.15291982694682,0.905,0.12,0.0,25,Ms4a6c
0.0,6.5288361114086,0.78,0.021,0.0,26,Hist1h1b
0.0,6.32867147513677,0.614,0.01,0.0,26,Hist1h3c
0.0,6.06842817511267,0.375,0.005,0.0,26,Hist1h2af
0.0,5.93856853171153,0.384,0.006,0.0,26,Hist1h2ab
0.0,5.92143685651767,0.95,0.026,0.0,26,Pclaf
0.0,5.88464793733873,0.616,0.012,0.0,26,Shcbp1
2.50656421066806e-75,5.83227318489483,0.148,0.025,8.09244255414184e-71,26,Prtn3
0.0,5.74864492837606,0.839,0.018,0.0,26,Ccna2
0.0,5.73459263411233,0.397,0.007,0.0,26,Hist1h2ap
0.0,5.69192427582032,0.826,0.023,0.0,26,Kif11
0.0,5.67662938355424,0.309,0.005,0.0,26,Kif18b
0.0,5.66912981762034,0.152,0.002,0.0,26,Hist1h3b
0.0,5.66839890376716,0.523,0.01,0.0,26,Ska1
0.0,5.62009697967386,0.656,0.013,0.0,26,Neil3
0.0,5.59563517688887,0.116,0.002,0.0,26,Hist1h2ag
0.0,5.59139258741853,0.327,0.006,0.0,26,Pimreg
0.0,5.58302131399659,0.932,0.048,0.0,26,Top2a
0.0,5.58207341928541,0.616,0.018,0.0,26,Hist1h2ae
0.0,5.56076568690341,0.713,0.016,0.0,26,Kif4
0.0,5.5551272568163,0.479,0.01,0.0,26,Rad51ap1
0.0,11.8335622311072,0.12,0.001,0.0,27,Sln
0.0,11.417155095087,0.103,0.0,0.0,27,Smpx
0.0,11.1583671209544,0.109,0.001,0.0,27,Csrp3
6.66216141974176e-89,9.04107899709234,0.12,0.013,2.15087881436363e-84,27,Mb
9.9271292436331e-229,8.91778990538816,0.107,0.004,3.20497367630694e-224,27,Pgam2
2.75860013107788e-37,8.52956959949973,0.122,0.027,8.906140523184929e-33,27,Myl4
1.79617238034724e-174,8.3230644183368,0.114,0.006,5.79894252995105e-170,27,Tcap
5.14348550291008e-40,7.56680441102519,0.111,0.022,1.6605742946145202e-35,27,Fabp3
3.38916467855058e-153,7.20029441258174,0.131,0.01,1.09419181647006e-148,27,Actc1
2.45393896548904e-187,6.26076801840436,0.118,0.006,7.92254195008137e-183,27,Apln
4.75892184071359e-109,5.92253716592557,0.133,0.013,1.53641791627438e-104,27,Enho
1.71741603150315e-90,5.73003458581065,0.105,0.01,5.54467765770791e-86,27,Aard
1.21625516930164e-172,5.63042394506708,0.186,0.017,3.9266798140903497e-168,27,Unc45b
6.336433225814441e-157,5.58926612872116,0.194,0.02,2.04571746695419e-152,27,Fibin
0.0,5.40754931102341,0.703,0.067,0.0,27,Ramp2
1.94234070914522e-54,5.38495516644987,0.105,0.015,6.27084697947534e-50,27,Des
0.0,5.292265981156,0.391,0.042,0.0,27,Ecscr
6.7319066431206104e-93,5.25375027433345,0.162,0.022,2.17339605973149e-88,27,Bvht
0.0,5.23951282214483,0.365,0.032,0.0,27,Stmn2
5.6017684159785895e-270,5.17962442415301,0.483,0.076,1.80853093309869e-265,27,Icam2
6.41995152798048e-80,2.89045244446507,0.146,0.018,2.0726813508085e-75,28,Tnfsf11
1.90392802654856e-66,2.61771589362655,0.104,0.011,6.14683163371204e-62,28,Olfr60
1.1296453837626299e-72,2.60258005660705,0.181,0.029,3.64706012147764e-68,28,Il23r
6.95772296157397e-56,2.57170406719749,0.107,0.014,2.24630085814416e-51,28,Trdc
0.0,2.55972744414685,0.675,0.101,0.0,28,Bcl11b
4.59007511489505e-90,2.55751057625816,0.161,0.02,1.48190575084387e-85,28,Cd40lg
1.42486301368271e-265,2.5545966617278,0.546,0.076,4.60017023967463e-261,28,Trbc1
9.34525829780911e-110,2.54174238511632,0.253,0.038,3.01711664144767e-105,28,Tnfsf8
7.337450063776139e-258,2.52323329272706,0.546,0.079,2.36889575309013e-253,28,Icos
3.46407915966883e-170,2.46581225436641,0.385,0.057,1.1183779566990801e-165,28,Ubash3a
1.90923580123868e-163,2.46259356788519,0.404,0.065,6.16396778429907e-159,28,Cd5
7.813463697211521e-111,2.45758013969309,0.181,0.02,2.52257675464474e-106,28,AU019990
2.18593672325366e-161,2.45210263225547,0.206,0.019,7.057296711024451e-157,28,Scrg1
0.0,2.43624352610174,0.821,0.14,0.0,28,Camk4
7.6358644881006e-59,2.42490227614555,0.109,0.014,2.46523884998328e-54,28,Gm50218
1.2759940588245301e-61,2.41313395794118,0.129,0.018,4.119546818915e-57,28,Klrc1
1.59195593278134e-53,2.41243017900927,0.117,0.017,5.1396297289845396e-49,28,Gm47015
6.11496138143445e-127,2.41183179872246,0.166,0.015,1.97421528199611e-122,28,Gm20406
1.53986662287966e-164,2.41116798356107,0.31,0.039,4.97145939196699e-160,28,Cd96
2.81509458653459e-46,2.40744235326421,0.102,0.015,9.088532872626929e-42,28,Aqp3
9.64657417397626e-124,2.83444268589771,0.169,0.016,3.11439647206824e-119,29,Rhov
0.0,2.81353731362765,0.67,0.065,0.0,29,Slfn4
1.3266082062322399e-108,2.78584336243249,0.125,0.01,4.2829545938207804e-104,29,Gm39321
0.0,2.7845939508426,0.391,0.032,0.0,29,Aqp9
2.3432640829844798e-243,2.75922238982669,0.309,0.028,7.565228091915381e-239,29,Cstdc4
4.29132145339509e-52,2.72984445466315,0.102,0.013,1.3854531312286e-47,29,Gm26756
7.42163157197272e-167,2.7014970363447,0.271,0.03,2.39607375301139e-162,29,Oas3
5.658666057051399e-203,2.69548383497999,0.24,0.02,1.82690033651905e-198,29,9830107B12Rik
3.75261122428373e-172,2.6645178239455,0.215,0.019,1.21153053376e-167,29,Scrg1
0.0,2.64344930553163,0.558,0.063,0.0,29,Rdh12
2.51152564459393e-123,2.63238122134489,0.207,0.024,8.1084605435715e-119,29,Rsad2
6.16902990709022e-119,2.62706840912198,0.146,0.012,1.99167130550408e-114,29,Gm34589
3.82248179976675e-194,2.61008914952003,0.225,0.018,1.23408824905469e-189,29,Nlrp12
0.0,2.60441204194529,0.44,0.036,0.0,29,Stfa2l1
0.0,2.5921603841197,0.652,0.066,0.0,29,Trim30b
1.9476952455335402e-110,2.58709842819153,0.136,0.012,6.28813410020502e-106,29,Amer2
0.0,2.56126914966166,0.839,0.074,0.0,29,Cxcr2
8.90817790676234e-178,2.56067627576381,0.253,0.025,2.8760052371982203e-173,29,4933432I03Rik
0.0,2.5550113879304,0.442,0.037,0.0,29,Mirt2
1.47783153086961e-243,2.55125596622824,0.468,0.06,4.77117909741253e-239,29,Mmp8
0.0,11.3389801615167,0.378,0.001,0.0,30,Slurp1
0.0,11.1744362093832,0.817,0.001,0.0,30,Lrrn4
0.0,10.9600894415743,0.661,0.0,0.0,30,Bnc1
0.0,10.9162166559565,0.799,0.001,0.0,30,Muc16
0.0,10.8244500625679,0.28,0.0,0.0,30,A730046J19Rik
0.0,10.6853441486883,0.885,0.004,0.0,30,Upk3b
0.0,10.348832275879,0.416,0.0,0.0,30,Chst4
0.0,10.0787728653678,0.15,0.0,0.0,30,Apol7a
0.0,10.0593517133783,0.823,0.003,0.0,30,Msln
0.0,10.0103235514966,0.882,0.002,0.0,30,Wt1
0.0,9.83138667648213,0.51,0.002,0.0,30,Lgals7
0.0,9.81029902433193,0.383,0.0,0.0,30,Rpp25
0.0,9.76236130267362,0.174,0.0,0.0,30,Slitrk4
0.0,9.73989253544082,0.103,0.0,0.0,30,Tat
0.0,9.6867184470281,0.543,0.001,0.0,30,Wt1os
0.0,9.28215743206252,0.162,0.0,0.0,30,Krt14
0.0,8.85466454373706,0.1,0.0,0.0,30,Gm40331
0.0,8.82848190465698,0.28,0.002,0.0,30,Nxph1
0.0,8.69082892577278,0.74,0.005,0.0,30,Il1rapl1
0.0,8.66294405801209,0.894,0.008,0.0,30,Pkhd1l1
0.0,11.988562535887,0.762,0.0,0.0,31,Gm21762
0.0,11.4950428507753,0.285,0.0,0.0,31,Gm829
0.0,11.3423243188264,0.609,0.0,0.0,31,Klk1
0.0,10.8305231355346,0.953,0.005,0.0,31,Siglech
0.0,10.6293612721113,0.281,0.0,0.0,31,Gm12253
0.0,10.619693211656,0.881,0.006,0.0,31,Grm8
0.0,9.31089134508278,0.613,0.001,0.0,31,Dntt
0.0,8.87031185991979,0.34,0.001,0.0,31,Klk1b27
0.0,8.76489785452159,0.86,0.004,0.0,31,Cd300c
0.0,8.67601207793614,0.119,0.0,0.0,31,Gm14161
0.0,8.14427468031295,0.123,0.0,0.0,31,Duxbl1
0.0,7.74016249107579,0.796,0.009,0.0,31,Upb1
0.0,7.73775389413558,0.515,0.003,0.0,31,Cd209d
0.0,7.70298765970589,0.74,0.007,0.0,31,Paqr5
0.0,7.51114332954647,0.106,0.001,0.0,31,Foxr1
0.0,7.3792302936437,0.919,0.032,0.0,31,Ccr9
0.0,7.1752917826711,0.923,0.044,0.0,31,Lrp8
0.0,7.16211796318686,0.345,0.002,0.0,31,Adam11
0.0,7.07040950039183,0.204,0.001,0.0,31,Gm12649
0.0,6.91969730936218,0.613,0.01,0.0,31,Lrp8os2
0.0,12.5497063391273,0.986,0.005,0.0,32,Ppbp
0.0,12.5089454297608,0.873,0.002,0.0,32,Gp9
0.0,12.1212052139539,0.714,0.002,0.0,32,Treml1
0.0,12.0730714793309,0.531,0.001,0.0,32,Gp1bb
0.0,11.4836771552518,0.986,0.018,0.0,32,Nrgn
0.0,11.41236516854,0.239,0.001,0.0,32,Gp1ba
0.0,11.3268516371766,0.779,0.006,0.0,32,Alox12
0.0,11.2692572165458,0.465,0.001,0.0,32,Snca
0.0,10.7372162541586,0.911,0.014,0.0,32,Clec1b
0.0,10.4953025012397,0.465,0.005,0.0,32,Gp5
0.0,10.3289467787228,0.385,0.003,0.0,32,Mpig6b
0.0,10.2830312597615,0.38,0.004,0.0,32,Gchfr
0.0,9.82761707205488,0.141,0.002,0.0,32,Gm30411
0.0,9.69881129760016,0.357,0.004,0.0,32,Tubb1
0.0,9.61018483751459,0.798,0.029,0.0,32,Itga2b
0.0,9.59239220386629,0.131,0.001,0.0,32,Gm27007
0.0,9.14863707296673,0.362,0.007,0.0,32,Gp6
0.0,8.95032500377348,0.986,0.069,0.0,32,Pf4
1.07392253995217e-257,8.75245729746422,0.117,0.002,3.4671589202356e-253,32,Ly6g6f
0.0,8.72543682383646,0.991,0.066,0.0,32,Gng11
0.0,8.88825619925507,0.125,0.0,0.0,33,Lhx8
6.5887818887912e-194,8.01940401476416,0.125,0.001,2.12718823279624e-189,33,Gm266
2.3644761469729297e-11,7.33335918675504,0.281,0.043,7.6337112405021e-07,33,Ighg1
0.0,7.24472300006243,0.688,0.008,0.0,33,Ccl19
9.83727621983189e-156,7.21699970934544,0.438,0.008,3.17596462757273e-151,33,Cxcl13
0.0,7.03214144301707,0.344,0.002,0.0,33,Nfasc
0.0,6.98080210880352,0.812,0.011,0.0,33,Iglv1
0.0,6.96911821624965,0.438,0.004,0.0,33,Sfrp4
0.0,6.89749455567959,0.188,0.001,0.0,33,Pvalb
3.91817494662606e-77,6.86630307906836,0.125,0.001,1.26498278151822e-72,33,Igkv3-2
1.8279941481071e-245,6.73291906291893,0.406,0.005,5.90167910716377e-241,33,Oosp1
0.0,6.61110226872108,0.844,0.009,0.0,33,Iglv3
4.61730904472565e-151,6.55358605772855,0.156,0.001,1.49069822508968e-146,33,Fzd10os
1.2726553674741e-73,6.4937261289301,1.0,0.106,4.1087678538901397e-69,33,Jchain
4.3957403839070603e-154,6.41958728930324,0.625,0.017,1.4191647829444001e-149,33,Cpxm1
1.55652940171581e-82,6.36407296858445,0.156,0.002,5.02525517343949e-78,33,Adcyap1r1
1.4091602678108e-59,6.32436021124714,0.125,0.002,4.5494739246271694e-55,33,Ntrk1
1.27523509026725e-25,6.29186125111359,0.562,0.08,4.11709648892782e-21,33,Ighg2b
5.642947553447949e-26,6.26300049383882,1.0,0.461,1.82182561763067e-21,33,Igkc
1.84793047373288e-26,6.20943045666553,0.75,0.135,5.9660435344466e-22,33,Igha
